"method","benchmark","model_key","mask_type","budget","requested_budget","effective_budget","budget_repaired","mask_id","prompt_id","true_score","pred_score","pred_score_posterior_mean","pred_score_hdi_2.5","pred_score_hdi_97.5","pred_score_hdi_width","pred_score_covered","abs_error"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P18_error_check","0.7","0.6723337565484334","0.6703455927576983","0.6006777312352597","0.7226659339396874","0.12198820270442767","True","0.02766624345156654"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P19_minimal_formal","0.63","0.7042120003842807","0.7043608589991406","0.6570715315815743","0.7745823522701957","0.1175108206886214","False","0.07421200038428066"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P20_final_line_strict","0.7","0.6673293252944168","0.6669029298747869","0.5876958138018378","0.7254963013047497","0.13780048750291196","True","0.03267067470558316"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P21_boxed_only_after_reasoning","0.62","0.6689403495390204","0.6674963799605027","0.5864369569627554","0.7217088111827676","0.1352718542200122","True","0.04894034953902038"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P22_no_extra_final_text","0.7","0.6764834165627157","0.676886805168869","0.6228761826330939","0.7377275865025976","0.11485140386950377","True","0.023516583437284244"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P23_extractable_answer","0.7","0.6697291762174458","0.6683346964007256","0.5879720890962038","0.7198014826975172","0.1318293936013134","True","0.03027082378255419"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P24_single_box","0.67","0.6980545108890145","0.6985143213153314","0.6442458204002187","0.7712210213594319","0.12697520095921322","True","0.02805451088901445"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P25_answer_format_first","0.69","0.6974439223418216","0.6972334221846677","0.6395553438375997","0.7709850231195489","0.13142967928194915","True","0.007443922341821674"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P26_strict_output_contract","0.71","0.6871884020744184","0.6860566041346076","0.631959018892978","0.7418235971069459","0.10986457821396789","True","0.022811597925581517"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P27_detailed_solution","0.69","0.6944651667022456","0.6949394624990678","0.6492881452396927","0.7527400150998849","0.10345186986019217","True","0.004465166702245615"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P28_medium_detail","0.72","0.668125636592046","0.6657775429231156","0.5832151656272905","0.7226746216078669","0.1394594559805764","True","0.05187436340795393"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P29_lemma_style","0.67","0.6977833102724342","0.6949534423229969","0.6319325718416617","0.7534362294086292","0.12150365756696746","True","0.027783310272434192"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P30_equation_focused","0.72","0.6977472636081954","0.6964356416250783","0.6400273378501488","0.7534094068877719","0.11338206903762316","True","0.022252736391804584"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P31_explain_key_idea","0.66","0.6899641876935366","0.6884576364365299","0.6206422362315359","0.7509419219944541","0.13029968576291817","True","0.029964187693536593"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P32_rigorous_but_brief","0.65","0.6756843700816652","0.6741906223828996","0.6106630194405203","0.7259747849747742","0.11531176553425393","True","0.02568437008166513"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P33_constraint_check","0.64","0.6874700960626554","0.6876479025300157","0.6205896641017329","0.746039949973156","0.12545028587142315","True","0.0474700960626554"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P34_boundary_check","0.71","0.6999349589938614","0.6981204379669567","0.636404390386197","0.7626964219523997","0.12629203156620272","True","0.010065041006138586"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P35_sanity_check","0.72","0.6688319864254326","0.6679346663064708","0.5889401294463962","0.7200176633142914","0.13107753386789522","True","0.05116801357456735"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P36_substitution_check","0.7","0.7089879533675577","0.7073160848688675","0.6465292106111592","0.7767431719681954","0.13021396135703622","True","0.008987953367557755"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P37_mistake_resistant","0.71","0.7086321754928648","0.7062578900289803","0.6475817107850317","0.7761256260220304","0.1285439152369987","True","0.0013678245071351292"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P38_double_check_final","0.73","0.7239877897262218","0.7247471314858759","0.6718619999767924","0.8249405257459659","0.15307852576917347","True","0.006012210273778185"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P39_find_structure","0.71","0.7142800116697926","0.7128109590922325","0.6586880806315306","0.7889745836317601","0.13028650300022948","True","0.004280011669792638"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P40_transform_problem","0.71","0.6943358671741292","0.6935669653812186","0.6271687916804032","0.7644475363519097","0.13727874467150647","True","0.015664132825870758"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P41_symmetry_search","0.65","0.6942385099446696","0.692776118683345","0.6328551541403655","0.7554726453309069","0.12261749119054133","True","0.0442385099446696"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P42_extreme_principle","0.65","0.6830062335331527","0.6817032266844589","0.6244651776479688","0.7331391332569598","0.10867395560899096","True","0.033006233533152685"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P43_auxiliary_object","0.7","0.7138910124755984","0.711558533883226","0.6579789863543527","0.7807618067233474","0.12278282036899468","True","0.01389101247559843"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P44_multiple_strategies","0.8","0.7162211084490611","0.7141439277624335","0.6597321284279193","0.7847837863250262","0.12505165789710693","False","0.08377889155093898"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P45_case_complete","0.66","0.6550284843150426","0.6539144578683198","0.5550747843003534","0.7070845454547918","0.15200976115443843","True","0.0049715156849574615"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P46_construct_and_prove","0.67","0.6804110155033892","0.678918445978316","0.6009974865980957","0.7324811753216226","0.1314836887235269","True","0.010411015503389187"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P47_olympiad_clean","0.66","0.6771767634197182","0.6765961910830388","0.6105545248845723","0.73256224525082","0.12200772036624774","True","0.01717676341971819"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P48_counting_structure","0.73","0.6885558541243928","0.6862439187196608","0.614188187902684","0.7444048301662024","0.13021664226351837","True","0.041444145875607186"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P49_proof_of_optimality","0.71","0.668421162459812","0.6665380828381811","0.5874874393567948","0.7188175280318888","0.131330088675094","True","0.041578837540187985"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P50_complete_argument","0.66","0.69996613930959","0.6996994412378993","0.6500507013264212","0.7662652031127519","0.11621450178633075","True","0.03996613930958992"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P01_direct","0.71","0.7248799158723572","0.723730586332817","0.6791422910471132","0.7787372862817216","0.09959499523460835","True","0.014879915872357263"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P02_concise","0.61","0.7158507357063089","0.7147564522982127","0.6730074124991055","0.763396031356991","0.09038861885788552","False","0.10585073570630887"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P03_step_by_step","0.74","0.7227362772480985","0.7227252787057499","0.6795576139179037","0.7752458289118406","0.09568821499393687","True","0.017263722751901467"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P04_formal","0.68","0.6943780802088066","0.6954092125433465","0.6490437289770782","0.7447159697382592","0.09567224076118097","True","0.014378080208806598"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P05_verify","0.66","0.7086903137755847","0.7097150207447548","0.6665302208583527","0.7629243418559619","0.09639412099760925","False","0.04869031377558464"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P06_answer_only","0.64","0.6945303187852114","0.6946637991208467","0.6392299546209061","0.7412546967599948","0.10202474213908863","True","0.05453031878521142"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P07_careful","0.71","0.6869340634809121","0.6883835801915426","0.6239676806534101","0.7393155117957155","0.1153478311423054","True","0.023065936519087837"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P08_short_proof","0.63","0.7022884253410503","0.703082058188261","0.6585682527095112","0.7471221739500093","0.0885539212404981","False","0.07228842534105029"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P09_competition","0.74","0.6993699501215442","0.6990681888951082","0.6521420966642513","0.7432387962343014","0.09109669957005018","True","0.040630049878455754"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P10_independent_check","0.72","0.6825490580037603","0.6821693028268707","0.6243779766837382","0.7220139524002198","0.09763597571648164","True","0.03745094199623966"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P11_plan_then_solve","0.72","0.696682882894117","0.6956022831200093","0.6418677035992478","0.7396145112352195","0.09774680763597166","True","0.023317117105883023"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P12_no_guessing","0.68","0.7085529792269469","0.7081730887703391","0.6692697272230173","0.751416654569603","0.0821469273465858","True","0.028552979226946884"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P13_symbolic","0.71","0.7214819410857841","0.7208219149607281","0.6681191819148621","0.7779548318698091","0.10983564995494699","True","0.011481941085784153"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P14_work_backwards","0.69","0.7033522877545295","0.7043431649724704","0.6579366781202065","0.7524629402266756","0.09452626210646908","True","0.013352287754529568"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P15_cases","0.71","0.6930471172672681","0.6919357459414227","0.6458932782899889","0.7315683795766669","0.08567510128667799","True","0.016952882732731878"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P16_invariants","0.73","0.7030048943924531","0.7024122679191919","0.6637976238311625","0.7441020421897505","0.08030441835858804","True","0.02699510560754692"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P17_constructive","0.63","0.6959006077558381","0.6961140646776914","0.6398183125671713","0.7460338511651378","0.10621553859796651","False","0.06590060775583806"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P18_error_check","0.7","0.694902955254538","0.6948051709919366","0.6389062512949182","0.748057201649434","0.10915095035451583","True","0.0050970447454619094"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P19_minimal_formal","0.63","0.6875371752644115","0.6852275858373985","0.615960832230796","0.7295903507778693","0.11362951854707326","True","0.05753717526441149"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P20_final_line_strict","0.7","0.6967140427924243","0.6966810522410104","0.6420854032043055","0.7406573930705957","0.09857198986629023","True","0.0032859572075756294"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P21_boxed_only_after_reasoning","0.62","0.680623004950607","0.6820055920997615","0.6266759105599284","0.7256626126925013","0.09898670213257288","False","0.06062300495060702"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P22_no_extra_final_text","0.7","0.7129522927588383","0.7135310028189488","0.6717157420296451","0.7689717807909631","0.09725603876131794","True","0.012952292758838357"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P23_extractable_answer","0.7","0.7028266921590585","0.7011488482650566","0.6487228018671972","0.7502887908140848","0.10156598894688762","True","0.002826692159058508"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P24_single_box","0.67","0.6921735322821791","0.6922907760788392","0.6372045666636288","0.7367832811678491","0.09957871450422029","True","0.02217353228217911"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P25_answer_format_first","0.69","0.7131657982250955","0.7127446959541996","0.6683828585515978","0.7700905643360971","0.10170770578449928","True","0.02316579822509557"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P26_strict_output_contract","0.71","0.6914136444564706","0.6907065904587169","0.6327279858819354","0.7345203362206126","0.10179235033867728","True","0.018586355543529387"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P27_detailed_solution","0.69","0.6923372467398738","0.6925792369503255","0.6376779562250378","0.7303376451815305","0.09265968895649279","True","0.0023372467398738994"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P28_medium_detail","0.72","0.7161947725890859","0.7159176737787301","0.6736620779275154","0.7690980159430352","0.09543593801551975","True","0.003805227410914047"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P29_lemma_style","0.67","0.68026061111844","0.6804672820136507","0.6293220542121574","0.7212080688487605","0.09188601463660317","True","0.01026061111844001"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P30_equation_focused","0.72","0.6991725053309203","0.6993020542440628","0.649964030290578","0.7511526329858697","0.10118860269529162","True","0.020827494669079627"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P31_explain_key_idea","0.66","0.6994746854706377","0.6988801703076623","0.6427154161480505","0.7435600617489545","0.100844645600904","True","0.039474685470637705"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P32_rigorous_but_brief","0.65","0.6863474671298779","0.6869703189704561","0.6353776337260577","0.7259531745684039","0.0905755408423462","True","0.03634746712987791"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P33_constraint_check","0.64","0.6796690773007878","0.6808807980637217","0.618911760422191","0.728796247512843","0.10988448709065202","True","0.039669077300787836"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P34_boundary_check","0.71","0.7063934431619177","0.7053678037889317","0.6529334827626875","0.7582714350788359","0.1053379523161484","True","0.0036065568380823088"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P35_sanity_check","0.72","0.6995812963213831","0.6991449355788377","0.6396535020175178","0.7533666541262719","0.1137131521087541","True","0.020418703678616867"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P36_substitution_check","0.7","0.6801208048936576","0.6792537033237519","0.6142346027487002","0.7214958732599147","0.10726127051121448","True","0.019879195106342396"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P37_mistake_resistant","0.71","0.7045755262318845","0.704580037282756","0.6575613523386723","0.7509521611897925","0.09339080885112017","True","0.005424473768115501"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P38_double_check_final","0.73","0.7033785661433556","0.7040543444974323","0.6590717492465591","0.7491366948899715","0.09006494564341239","True","0.026621433856644394"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P39_find_structure","0.71","0.7028200230747342","0.7023829330535262","0.658576460241005","0.7405768430280836","0.08200038278707855","True","0.00717997692526573"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P40_transform_problem","0.71","0.7041990650012179","0.7046291899232144","0.6584152613031699","0.7560353557295202","0.09762009442635033","True","0.005800934998782092"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P41_symmetry_search","0.65","0.7090346872039404","0.7089865446384201","0.6615191059487044","0.7581603184284934","0.09664121247978896","False","0.05903468720394034"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P42_extreme_principle","0.65","0.6925015941709737","0.691656825018427","0.6351809810260843","0.7381533087873463","0.10297232776126197","True","0.042501594170973656"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P43_auxiliary_object","0.7","0.700607806531335","0.7018111281384347","0.6536989669744748","0.7478442088897801","0.09414524191530527","True","0.0006078065313350756"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P44_multiple_strategies","0.8","0.7156668251740617","0.7155508247588189","0.6759957174481985","0.7681754779963227","0.09217976054812416","False","0.08433317482593838"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P45_case_complete","0.66","0.7055089893392502","0.7046758930000951","0.6557502687969067","0.752697525978379","0.09694725718147235","True","0.04550898933925018"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P46_construct_and_prove","0.67","0.7065418440003232","0.7060379553483189","0.6577708217472629","0.7640260138467382","0.10625519209947532","True","0.03654184400032312"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P47_olympiad_clean","0.66","0.6857551383080124","0.6845455266197112","0.6330962629612109","0.7311118772349748","0.09801561427376393","True","0.02575513830801235"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P48_counting_structure","0.73","0.6945022529300668","0.6942311311408909","0.6435602484899142","0.7400629351244091","0.0965026866344949","True","0.03549774706993314"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P49_proof_of_optimality","0.71","0.6933891420108838","0.6926652379798262","0.631868649657136","0.7419423922929843","0.11007374263584835","True","0.016610857989116212"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P50_complete_argument","0.66","0.7114341406638371","0.7123215309210249","0.664009799048156","0.7708051786626408","0.10679537961448471","False","0.051434140663837113"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P01_direct","0.71","0.6810764917622366","0.6786364304338627","0.5923379487189379","0.7481410266253541","0.15580307790641623","True","0.02892350823776335"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P02_concise","0.61","0.6738359376048854","0.6757668623710745","0.602938825282162","0.7354608805958837","0.13252205531372163","True","0.06383593760488537"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P03_step_by_step","0.74","0.7015988080496691","0.7021990019691928","0.6445493297858166","0.7730530138773946","0.12850368409157797","True","0.03840119195033087"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P04_formal","0.68","0.7049997245400218","0.7045609199345204","0.6415932108392982","0.7716597553035011","0.13006654446420285","True","0.02499972454002175"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P05_verify","0.66","0.6738580670638288","0.6733392512555518","0.5837724262061991","0.7355503615417274","0.1517779353355283","True","0.01385806706382875"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P06_answer_only","0.64","0.6764894862536356","0.6750934470568019","0.5948129851280063","0.7382333257423729","0.1434203406143666","True","0.03648948625363557"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P07_careful","0.71","0.7114356460527937","0.7115504718874839","0.6511569465386225","0.7862485829316449","0.13509163639302235","True","0.001435646052793782"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P08_short_proof","0.63","0.6381157735594755","0.6387361518616627","0.5421140691879213","0.6943485727165493","0.152234503528628","True","0.008115773559475459"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P09_competition","0.74","0.6562065121919644","0.6571334896259258","0.5753788329757548","0.7113370737690047","0.13595824079324992","False","0.08379348780803564"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P10_independent_check","0.72","0.6728640565183523","0.6736642847627515","0.6008166357326408","0.7318750013587771","0.13105836562613637","True","0.047135943481647624"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P11_plan_then_solve","0.72","0.7188205742364123","0.7177450434288737","0.6677344985290008","0.7980831068066006","0.13034860827759975","True","0.0011794257635876493"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P12_no_guessing","0.68","0.7220549630272377","0.7227911087423134","0.6623862782598631","0.8116080535648538","0.1492217753049907","True","0.04205496302723766"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P13_symbolic","0.71","0.7051349813637487","0.7061797619435025","0.6372917900849766","0.7862210816109652","0.14892929152598855","True","0.004865018636251217"
"m2_bayesian_additive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P14_work_backwards","0.69","0.7064668996538509","0.7082811203091747","0.6542415308534726","0.7801667808471621","0.12592524999368948","True","0.016466899653850953"
